Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2005,Poland,151,94,528,,,42,,,229,1499,,774,4138,263,,,72,,92167,4094,,,,,37,,3440,,240,,,1752,,,,24,23,2301,,,,,41,932,,,92,,78,,28,,812,209,,128,5473,,,814,,,11,38,334,,,13,245,,46,,,,225,31040,,,,,331,90919,41,,3009,,,,,,34,,19,,,,1372,272,594,80,188,418,3912,,371,7266,,377,150,4071,58,,167,102,,1932,363,,,278,,66534,181,,,24,,28,,,,,,,167,,13,248,128,,241,20,,,,32,1815,,79,,,295,,239,,940,,139,,29,,,108,123,,100,,15,78,450,,2977,47197,,,,,,,,,,101,57,2236,,,,,1435,143,,,329,,3029,56,,89,,1025,776,582,60,68,,,,,,276,676,50,,,54,263473,106,18982,61,11582,,52,432,,61,2268,,,105,40,65
2005,Republic of Moldova,,,,,,,,,,,,,,1180,,,,,3983,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,1117,1076,,,97,,,,,,,,,,,,218,,,,,,,,98,293,,,,6207,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,250,127,,,,,,1617,70947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,,,,76649,,,,,,,1266,,,,,,,,
2005,Romania,,690,8,,,,,,6,1,,62,626,,,,8,,32,583,,,,,,,89,,4,,,18833,,,,,0,100,,,,,0,2101,,,,,,,,,1128,1,,56,561,,,67,,,0,,23,,,,,,,,,,74,1319,,,,,0,2580,0,,4708,,,,,,1,,,,,,5868,,0,,937,1018,204,,849,7152,,28,858,0,,,,,,,1032,,,,,0,25,,,,,0,,,,,,,10,,,,,,9,,,,,,330,,,,,1,,814,,2,,1,,,,0,,11,411,346,,,6,40681,,,7475,,,,,,,,,,4,0,1973,,,,,202,,,,,,3504,0,22,,,118,73,7254,,,,,,,,4,2927,,,,,13131,3,701,,1960,,,,,8,9,,,,,
2005,Russian Federation,8328,578,907,541,,457,168,,399,503316,,622,3430,805658,,,614,,849214,650,,208,,,209,,582,109,512,,,7315,519,141,46,131,412,470,,110,131,,386,58247,46,,228,50,459,,32,97,284,2238,,575,12647,9538,,1405,,,,260,1245,,70,,63001,,282,,,,2103,1997,,,,,539318,145892,273,,1918,,,,,,278,198,,,,,17727,50,5893,223,2240,973,165,,2993,1391,,850,909,2568446,403,,128,526124,94,95839,1098,,,304,,78560,61,107,17,1018,77,102,347,,,,139,,182,,142,22355,406,,1162,103,440,101,,285,457,,133,60,25,837,,245,162,958,45,866,,42,,81,437,150,31362,174,,61,2828,285390,,4200,,100,,,,,,,43,,223,86,,,,55,,1431,230,,83,234,,1110,709,911,310,,399,497,3301,423794,148,,,,,,381,9602,180124,,305,82,3293929,292,1267,214,3747,,312,1030041,,234,18748,,75,611,357,158
2005,Slovakia,488,68,75,,,18,,,61,306,,198,2322,26,,,,,158,594,,,,,,,289,,75,,,1612,,,,,,324,,,103,,20,764,,,39,,16,,,,592,101,,78,65367,,,178,,,,25,133,,,,38,,22,,,,111,2189,,,,,120,3439,14,,294,,,,,,,,,,,,12768,34,401,20,206,55,595,,133,1978,,99,41,178,18,,53,17,,99,77,,,40,,98,36,,,,,,16,,,,,,60,,,47,28,,38,,,,,,404,,25,,,78,,531,,502,,125,,,,,40,22,4962,117,,,388,82,,6003,2040,,,,,,,,,,25,,1380,,,,,,228,,,79,,603,,27,,,188,457,167,,45,,,,,,106,226,,,,,7325,49,3601,,1573,,,33,,,1546,,,25,,
2005,Ukraine,2207,,,,,,,,,49416,,,,85967,,,,,256474,,,,,,,,,,,,,1811,,,,,,,,,,,,6854,,,,,,,,,,,,,,,,,,,,,,,,,10678,,,,,,,,,,,,67270,1132,,,,,,,,,,,,,,,,,3987,,2232,,,,3920,,,,3880,232148,,,,27921,,20366,1844,,,,,25507,,,,,,,,,,,,,,,,,,,1816,,,,,,,,,,,,,,,,,,,,,,,,3216,,,,,156418,,,3422713,,,,,,,,,,,,,,,,,,,,,,,,,1581,,,,,3887,30677,,,,,,,,1416,23610,,,,,,,,2861,,,229608,,,12943,,,,,
2005,Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371,,,,,,,,,,,,,,,,,,,,,,,,,,,2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56412,,,,,,,,,,,,,
2005,Denmark,6641,173,924,,1,129,,2,1043,544,3,2115,1652,187,12,88,553,29,396,1501,8,44,0,148,293,,18867,66,2280,,4,1760,39,385,22,162,348,3206,,6,9,,1403,7229,503,0,2522,17,377,1,119,365,665,302,,155,558,306,395,,19,10,103,462,1415,62,,152,775,44,1384,,10897,23,3802,5231,0,0,6,548,143,31751,1324,,1274,13871,9,0,,182,73,39,100,140,,91,2199,7375,6356,870,12029,17645,1286,,1575,4199,144,1525,1055,96,1203,2,1160,18,38,1689,12571,42,130,194,16,3153,334,38,64,555,5,32,79,0,0,28,128,,694,,11,41,1023,,5157,155,660,48,,820,5694,,648,153,12,838,,1976,,18050,16,10796,,53,8,60,769,6663,19008,943,0,50,8532,188,0,4233,4232,227,,,4,,8,15,1,0,220,107,3736,20,293,530,,504,152,3,11017,1312,,3645,8033,0,440,28,20693,2218,1714,16,8184,,121,,9,157,805,31925,10,,,1159,3602,258,15496,902,9906,,213,147,4,498,9301,,,148,441,310
2005,Estonia,,,,,,,,,,645,,,,1525,,,,,13834,,,,,,,,,,,,,,,,,,,87,,,,,,163,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,1891,151,,,,,1592,1174,,,,,,,,,,,,,,,88,,82,,,,,,,,,,,3968,,,,581,,4292,,,,,,2052,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,,,881,,,172571,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,,,381,,,,,,,,,366,,,,24004,,295,,409,,,1133,,,,,,,,
2005,Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,10,,,,,,8,,,,,,7,,,43,,,,,,25,,,,,,,3137,,,,,,,,,,,5,,,,,,,,,,,20,5,,,134,,,,,,,,,,,,241,56,3,,,,,,,,,,,2,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,2,33,69,,,,42,,,48,30,,,,,,,,,,,,35,,,,,,,,,6,,,,,,,58,,,,47,,,,,,7,,,,,,,,86,,31,,,,,,,,,,,
2005,Finland,1510,114,542,,2,228,,,218,47,,779,399,48,6,10,881,10,131,323,2,4,0,2,89,,406,8,635,,0,793,4,24,6,158,286,1257,,2,5,,284,4573,,,623,3,55,,38,76,139,242,,96,444,2,684,750,4,2,81,103,588,34,5,38,16373,,1080,,,7,,1471,,,4,309,23,4605,605,,563,,,,,46,32,5,14,7,,27,1185,129,2563,230,3040,5101,311,,566,1340,44,870,181,108,559,,87,19,13,666,382,0,71,106,0,390,53,8,8,289,1,4,25,,,4,31,,336,,3,30,2,,1301,39,507,49,,635,973,,129,66,14,848,,,,1197,4,866,,17,6,10,293,1324,1939,246,,9,251,54,,1164,58429,137,,1,2,,3,2,,,212,81,43,4,74,103,,68,16,2,5970,413,,1191,514,15,0,3,28099,736,298,20,4286,,33,,1,20,417,3594,12,,1,80,593,56,3528,296,3358,,64,50,1,90,3560,,,28,107,42
2005,Iceland,4,30,24,,0,30,,,20,4,1,75,109,5,3,1,0,2,21,92,2,0,2,,12,,83,,67,,0,106,1,,40,3,3,216,,,,,68,335,,,110,,,,6,2,81,25,,4,122,,2,2637,1,2,13,20,22,6,2,2,81,,47,,320,1,153,355,,,,6,12,1387,32,,18,53,,,,30,11,,17,4,,24,110,,213,93,27,32,68,,26,165,13,66,12,8,38,,2,1,,339,25,,0,1,,753,94,2,2,19,,1,3,,,,7,,54,,1,18,,,120,11,0,28,0,56,228,,43,4,0,46,,21,,921,,20,,4,1,3,56,1056,5895,358,1,2,16,7,,137,406,1,,,,,,,,,3,10,466,,12,13,,120,21,1,1,65,,224,134,,,0,1716,111,17,4,822,,2,,1,3,14,49,1,,,14,118,2,918,16,1606,,7,4,,25,355,,,1,6,9
2005,Ireland,173,347,688,,3,561,2,3,382,62,8,5846,634,59,31,96,2413,22,714,1321,3,39,66,8,21,,749,93,7146,2,19,1642,11,56,5,13,405,4461,29,9,12,,165,10704,1610,,,0,2058,,13,155,591,96,,240,5096,153,60,807,2,2,12,46,622,31,0,45,2297,25,180,5,4,17,844,9213,,2,5,66,299,11805,588,45,505,2,17,,,145,59,2,34,5,,14,5545,45,13821,149,520,529,,,256,6259,139,618,131,302,563,0,235,37,39,16717,155,45,125,513,3,29282,123,14,88,3430,3,34,299,0,,9,1969,,356,0,8,371,0,2,319,46,76,44,,159,4163,8,2051,19,150,17533,,765,,356,57,6971,,19,15,31,148,11553,90158,1860,,40,225,2814,,13632,5108,93,8,3,8,0,3,15,0,,502,26,0,13,229,252,,9193,160,3,620,7504,,6314,278,79,688,14,1633,646,133,25,626,4,133,,2,131,117,572,5,2,,175,3627,235,207764,147,25210,,65,108,2,149,742,,2,36,397,2459
2005,Isle of Man,,,,,,,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,,,,,,,,,,,,,,,,,,,,,,,,,36200,,223,,,,,,,,,,,
2005,Latvia,24,7,14,,0,2,4,0,21,1010,0,131,124,2806,,0,6,1,67044,72,,0,,,,,4,,27,,,297,,0,1,0,1,119,,1,,,3,281,,,7,,1,,0,2,7,64,,12,215,14,,222,,,0,0,26,,,0,3803,,,,,,226,232,,,,0,1850,3723,,,23,0,,,,0,,,,,,,267,24,89,3,34,8,399,,81,189,0,12,7,7993,1,,2,1124,,,44,,,4,0,24365,7,0,0,9,,2,6,,,,0,,28,,,155,,,8,0,,,,8,89,,12,0,,10,,,,123,,34,0,0,,1,7,3,1397,27,,0,27,2261,,191,201748,0,,,,,,,,,1,,3,,2,4,,36,7,,2,8,2,107,26,0,1,,331,58,15,754,7,,0,,,1,1,66,831,,,2,47145,5,803,0,603,,3,2641,,23,8,,,0,,3
2005,Lithuania,31,,,,,,,,74,729,,33,54,1271,,,,,52280,123,,,,,,,,,72,,,59,,,,,,49,,,,,,105,,,,,,,,,,,,19,81,,,236,,,,,31,,,,1107,,,,,,89,280,,,,,868,1819,,,35,,,,,,,,,,,,123,32,,,55,,794,,34,200,,20,,6388,,,,569,,8048,83,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,85,,,,,16,,,,632,,50,,,,,,,3467,33,,,,834,,130,88849,,,,,,,,,,,,,,,,,25,,,,,,745,,,,,293,37,,487,,,,,,,,59,356,,,,18521,21,2224,,936,,24,1480,,,52,,,,,
2005,Norway,5071,276,920,,,241,,,627,157,,1214,1073,188,8,21,558,21,399,995,,8,,22,338,,12605,96,1985,,22,1092,15,444,253,224,368,2352,,,16,,5893,5995,918,61,4123,,687,,219,185,2564,492,,114,889,27,145,22182,12,,382,478,504,129,,1797,632,,3057,,778,27,6538,3189,,,,887,125,14134,1209,,655,214,,,,355,77,13,82,22,,69,1514,3656,5861,862,11637,15420,504,,613,1561,116,962,148,292,1087,,200,53,53,697,1413,,854,197,4,1325,105,423,55,369,,34,51,,,10,148,,520,,,42,0,,4350,102,514,72,,328,4742,,365,124,22,584,,1848,,,26,15225,,36,,99,792,8015,8303,748,16,21,6576,169,,1656,8913,319,,,,,,,,,239,98,0,,375,458,,490,110,,12766,841,0,1841,8235,685,665,21,33148,1555,978,52,7275,,67,,,299,650,9124,42,,,635,1120,132,14601,653,14507,,155,111,,261,12108,,5,68,254,181
2005,Sweden,8345,691,1992,,1,552,,8,2712,796,,2657,5866,713,26,54,3924,107,1099,1458,6,32,6,19,2681,,54813,61,4457,0,3,3962,49,1271,328,383,598,2551,,55,39,,27811,13277,589,,8896,6,347,,273,442,5937,1832,,444,622,74,1360,42602,69,45,399,1391,2499,2451,26,5371,9870,18,11221,,,44,183685,6530,,,3,2931,365,41584,1410,5,10749,,42,,,695,170,94,119,116,0,274,13600,3876,13593,1926,54470,72553,1468,,2002,6597,222,2611,1556,605,1617,4,1039,244,416,2715,21441,20,737,625,2,2315,157,81,54,1152,13,61,104,0,,26,142,,1526,0,22,123,0,,5547,245,442,67,2,240,5922,,819,495,17,1444,,3391,,44773,20,4703,0,221,25,147,5514,7214,46203,2589,,46,9798,219,,12748,10951,242,,2,25,,12,23,5,10,1023,328,0,57,514,492,,536,821,4,16045,1567,0,5606,6228,2145,1041,27,,2620,16772,121,18277,1,253,,24,252,3207,35853,158,,,2516,2777,484,17175,1073,15522,,2312,964,0,585,12352,,,242,305,339
2005,United Kingdom,36100,7351,16429,,39,9467,569,3517,8001,1040,660,108178,18336,1598,1719,4621,170124,18706,2557,22525,1193,398,3357,239,2260,,6731,2451,31040,285,3744,24672,147,2999,700,884,6210,70642,892,217,245,14541,5667,147321,87213,,17569,95,5608,,503,4946,7108,1641,,72352,23471,8001,12947,19339,319,6061,877,5440,25881,679,159,11182,4937,1080,10737,945,310,4497,11384,108252,,84,229,7039,1707,261429,70045,8716,33317,42,8825,,,679,1204,1279,19728,220,,490,30132,1668,549350,7546,58694,49586,462925,7719,13912,114731,141923,34598,4145,2731,124826,159,8740,546,523,30230,12180,517,2376,11808,26,52001,1460,847,13376,55324,263,232,27600,,,113,31876,,6836,,287,917,819,7640,15795,4282,10194,1707,16,26149,48075,119,55844,279,139,133542,,1952,,14212,2406,380338,,557,1005,582,5220,78326,328865,59305,,1650,8610,1668,13,41778,25439,3147,2847,5622,8046,,6718,226,,481,19541,1249,6567,3008,18732,38195,,31435,1555,301,67595,159229,,64301,90900,,13407,326,25452,16618,6191,241,27817,1960,1000,,194,20735,4251,68300,379,108,,53634,15544,7777,,31706,164325,130,1079,1468,130,6053,24711,,,14104,23215,79861
2005,Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39315,,,,,,,,,,,,,,,,,,,,,11069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2441,,,,,,,,,2953,,,,,,,,,,,
2005,Andorra,,,,,,,,,494,,,59,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,4875,,,,,,401,,,,,,,,,,,,,,,,,,,,,,,,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,,,,,,260,,,,,,,,,,,,,,,,,392,,10722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28450,,,,,55,86,,,,,,,,,,,,,,,,,1085,,101,,105,,,,,,,,,
2005,Bosnia and Herzegovina,,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17930,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,530,,,,,,,,,,,,,,,156,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3921,,,,,,,,,,,,,,,2671,,,,,,,,,,,,,,,,,,323,141,,,,,,,,,,,,14345,,,,,3961,2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Croatia,,165,28,,,,,,185,,,1169,3288,,,,,,47,285,,,,,16,,416359,,148,,,283,,,,,,706,,,,,106,222,,,23,,,,,,,,,,877,,,64,,,,,123,,,,13,,,,,,32,1075,,,,,,20667,,,137,,,,,,,,,,,,1004,,34,14,24,41,32,,28,2365,,28,34,34,,,,,,24,33,,,75,,22,22,,,,,,,,,,,,27,,,,3071,,15,,,,,,523,,85,,,15,,9865,,71,,,,,,,63,38,664,38,,,14,57,,405,652,,,,,,,,,,,,25928,,,,,585,20094,,,101,,123,,22,33,,434,1851,90,,,,,,,,,43,,,,,377,,419,,1221,,,,,40,,,,,23,
2005,Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,4462,,,,,,,,,,,,,
2005,Greece,3401,423598,722,7,4,14,14,22,641,11750,47,20467,2267,453,22,25,7361,10,1027,4933,4,9,7,3,21,,407,6,2180,5,,56513,44,137,24,16,453,12627,5,247,22,3,383,2015,26,,397,38,1144,3,33,117,397,284,,22208,4110,23,715,867,32,209,374,66,30642,43,1,193,96,18,2479,,2,5,815,6696,2,13,27,48,78132,108685,507,9,,6,4,10,2,32,105,4,12,36,4,42,1669,44,8679,356,1613,5303,549,9,698,6159,39,538,822,25878,415,,145,386,24,208,2152,1,27,621,8,362,120,137,,56,4,24,96,0,,63,46,,383,,34,10,,41,1458,66,21,8,,33,3442,,502,97,50,2396,,1573,2,492,4,21381,102,149,3,69,233,7359,15669,311,10,570,209,8283,3,36759,63706,112,9,4,,21,61,233,5,6,446,350,4768,29,219,77,,645,120,10,412,6279,,1085,860,708,1650,6,5459,3657,6597,83,354,114,14,1,,14,471,55051,108,,44,118,18198,83,15618,401,23058,8,117,6778,39,954,220,14,2,27,242,440
2005,Holy See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Italy,3384,360959,19139,,75,1807,,17,46708,768,,12537,13214,404,60,27,60160,36,17026,27739,20,1886,,36,8819,,18972,27,66536,,19,34041,8261,780,5598,807,7462,15908,,151,344,,8795,137633,,,27259,24,3336,,1009,18946,26910,22561,,423,8038,83,4059,2924,56,191,30028,55031,75904,8882,91,10504,887,22,17983,,,31,2519,90429,,,260,1078,6271,137808,40455,,13720,,12,,,1367,2587,525,53,466,106,1442,8970,217,89745,2193,11701,2693,2968,,3218,,260,7707,2982,2196,2345,8,325,703,220,1918,5617,19,1109,19794,85,3113,2713,1740,110,476,23,2339,1533,,,531,10018,,6424,,910,166,4170,,355367,586,303,64,2,985,11432,,665,806,614,41515,,58767,,1478,46,54772,7,801,23,1607,81359,114522,80891,5830,,41,3913,86725,,570087,47776,705,,7,17,,13,68,2509,59,527,67115,61890,919,1098,388,,7134,4763,5,9198,3447,,25685,63528,382,1864,36,5224,110133,4728,108,6853,62,3273,,19,125,91608,15053,125,,4,665,117957,195,48310,1195,40484,,5048,1835,13,28803,3637,,,245,517,516
2005,Malta,,76,38,,,,,,14,20,,4016,89,,,,13,,19,93,,,,,,,122,,48,,,361,,,,,,1519,,,,,,259,,,,,,,,,87,,,38,48,,,60,,,,,446,,,19,,,45,,,,41,203,,,,,23,756,13,,52,,,,,,,,,,,,27,,228,22,17,57,223,,15,1118,,28,23,,34,,16,,,22,54,,,755,,18,,,,29,,,,,,,,,,,,,,,147,,,,,,335,,17,,19,90,,70,,31,,97,,,,,15,165,97,19,,,,33,,351,598,,,,,,,,,,20,,472,,,15,,64,32,,14,80,,56,17,23,16,,131,80,179,,75,,,,,17,281,139,,,,,145,13,8005,,1087,,,14,,,,,,,,28
2005,Montenegro,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,North Macedonia,,69782,,,,,,,,,,,,,,,,,,,,,,,,,7828,,,,,964,,,,,,,,,,,,,,,,,,,,,1288,,,,48,,,,,,,,1765,,,,,,,,,,,,,,,,,38,,,210,,,,,,,,,,,,73,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8292,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,21,194,,,,,,,,,,,,16097,,,,,33,231,,,,,,,,,,,,,,,,,,,,,19250,,,,,58,,,,,,,,,,,,,,,
2005,Portugal,,45,212,,406,169591,,,1197,77,,1224,454,37,,,849,,526,3205,,29,,,130,,44,,91614,,,2831,,,53008,,66,7470,,,,,196,6280,112,2521,507,,1216,,,111,89,996,,24,189,38,1750,390,,,51,335,256,53,135,,182,368,21,,,,329,95316,,,310,68,590,26104,121,,157,,,,,28,2325,25289,,,,,309,31,7355,170,195,49,1039,,215,2372,26,300,19,469,130,,,,,137,67,,29,19,99,247,3683,31,322,43,,77,32,,,35,,,243,,,,94,,1680,74985,,,,272,3666,,46,,,207,,137,,312,,1395,,81,,38,247,366,661,,,,101,11135,,12468,3993,,,,,,,,,15388,,1341,111,,49,27,,60,43,,,11373,,15191,19,,,,787,14775,31,,165,2040,51,,,,94,200,,,,44,28315,,14299,123,7303,,181,432,,23744,37,,,,,1283
2005,San Marino,,30,,,,,,,74,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,104,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,
2005,Serbia,,489,56,,,,,,52,165,,706,7325,,,,,,141,228,,,,,,,351671,,89,,,1187,,,,,,641,,,,,,1845,,,,,,,,,296465,30,,181,538,,,192,,,,,80,,,,,,,,,,35,5640,,,,,51,16834,30,,957,,,,,,,,,,,,1884,,308,33,68,185,55,,114,2013,,40,104,102,,,70,,,,48,,,391,,29,95,,,,,,56,,,,,,27,,,,74564,,34,,,,,,787,,25,,,,,48899,,145,,,,,,,52,46,695,40,,,27,241,,3776,3081,,,,,,,,,,,,,,,,,499,11448,,,148,,165,,79,,,1247,2989,128,,,,,,,,41,406,30,,,,1334,25,677,,1346,,,83,,38,,,,,60,29
2005,Slovenia,0,49,27,,0,2,,,328,0,,335,5190,1,,0,0,,72,314,0,0,,0,,,79262,0,33,,,130,0,0,,0,1,379,,0,1,,17,323,,,12,0,0,,0,0,56322,15,,2,412,,2,30,0,,31,4,56,,0,0,0,,14,,,,12,1549,,,1,0,8,11925,17,,61,,,,,0,7,1,,0,,0,350,10,49,14,31,46,9,,30,3956,5,36,64,11,19,,3,3,,5,20,0,0,35,15,7,29,1,1,2,0,2,2,,,0,0,,17,,,2,0,,11,0,,0,,9,312,,,0,0,15,,8770,,18,0,16,,,,,21,17,244,19,,0,,142,,194,804,0,,,,,,,,,1,1,34154,0,0,0,,59,,,0,28,,43,6,0,14,,387,1405,30,0,76,,0,,,,14,41,0,,,1,943,5,215,0,655,,7,8,,,1,,0,5,5,9
